81.70130000 -39.4663942100
87.27000000 -39.4814871600
93.08620000 -39.4919263400
99.15520000 -39.4985096900
105.48240000 -39.5019243700
112.07320000 -39.5027576200
118.93300000 -39.5015116200
126.06710000 -39.4986166300
133.48090000 -39.4944374100
141.17990000 -39.4892822000
149.16940000 -39.4834064300
157.45470000 -39.4770081900
166.04130000 -39.4702403700
174.93460000 -39.4632240900
184.13980000 -39.4560549000
